--bus section
i, v(p.u.), theta(deg), bcs(MVAR at v = 1 p.u.)
1, 1.04481066179491421941, -78.83712626903752607177, 0.00000000000000000000
2, 1.05956926757238978354, -65.53268473828687490368, 0.00000000000000000000
3, 1.05917953315596857777, -68.02088359198249634119, 0.00000000000000000000
4, 1.05967749498636121253, -69.85276385070072535655, 0.00000000000000000000
5, 1.04323485730351617207, -78.82329023463294959129, 0.00000000000000000000
6, 0.98880319223546098151, -161.21915927909893184733, 0.00000000000000000000
7, 1.04939578080302009511, -76.82077652503051012900, 0.00000000000000000000
8, 1.04560935197055093759, -78.49700693417075569869, 0.00000000000000000000
9, 1.05076343185897336241, -74.17862357952952834239, 0.00000000000000000000
10, 1.05084255491190092791, -77.29894014173963512349, 0.00000000000000000000
11, 1.05962103556892506262, -72.52494985179330910796, 0.00000000000000000000
12, 1.04973165207717511471, -73.37993822754054917823, 0.00000000000000000000
13, 1.04327976820214751719, -78.80911172281319920785, 0.00000000000000000000
14, 1.04581849584484709581, -75.43990875458710831936, 0.00000000000000000000
15, 1.05503685026174132133, -72.02597670063910584304, 0.00000000000000000000
16, 1.04334077355379983842, -75.59542774514621044091, 0.00000000000000000000
17, 1.04772921089366866099, -74.34417762494912551574, 0.00000000000000000000
18, 1.05999159799447206787, -60.38247184792518851282, 0.00000000000000000000
19, 1.04750117889654248415, -77.02087185361489218849, 0.00000000000000000000
20, 1.04474451034199056210, -78.85764804141307138252, 0.00000000000000000000
21, 1.05996975862827458315, -71.21177068277403066077, 0.00000000000000000000
22, 1.04738262872588361319, -72.60633519823973358598, 0.00000000000000000000
23, 1.05603076759183500677, -69.12751278318438608039, 0.00000000000000000000
24, 1.04774904640781474363, -74.06390198302554495058, 0.00000000000000000000
25, 1.04058260528164181480, -69.28320308151775464012, 0.00000000000000000000
26, 1.04610206054965315658, -67.00714291201539651865, 0.00000000000000000000
27, 1.03513431582924786412, -67.73823621564756081170, 0.00000000000000000000
28, 1.05518894310578303930, -66.15409512019036242236, 0.00000000000000000000
29, 1.04670855874363133431, -67.69093211542522681157, 0.00000000000000000000
30, 1.04394788528461313071, -68.08354127762571295079, 0.00000000000000000000
31, 1.03613409367844466757, -71.85471750130645318677, 0.00000000000000000000
32, 1.05999918563990402909, -61.94397358752866011855, 0.00000000000000000000
33, 1.05100326183056069773, -64.34753985360553940609, 0.00000000000000000000
34, 1.05926848240114224176, -64.11658519127078648125, 0.00000000000000000000
35, 1.05755132238215243667, -56.10627926114783292633, 0.00000000000000000000
36, 1.03055450462190889560, -76.34928463889222882699, 0.00000000000000000000
37, 1.05746899355976720081, -56.06767986588110375124, 0.00000000000000000000
38, 1.02593243111796428302, -76.66457586062729490095, 0.00000000000000000000
39, 1.04855216627893677028, -16.04864644695496522786, 0.00000000000000000000
40, 0.99656611892761071125, -65.04273126624561029985, 0.00000000000000000000
41, 1.05515742815743096550, -52.61243873340141874451, 0.00000000000000000000
42, 1.00625316556861066353, -80.35829821174321807575, 0.00000000000000000000
43, 1.05226033698056298249, -64.02792893287943343239, 0.00000000000000000000
44, 1.05253806835982888224, -63.67898428024802370828, 0.00000000000000000000
45, 1.05870836174313143196, -11.71743711205320970237, 0.00000000000000000000
46, 1.05999484346985939354, -61.09033455968121728574, 0.00000000000000000000
47, 1.00596697708927118597, -65.63797172554383507759, 0.00000000000000000000
48, 1.04698640866723002851, -63.92860504778888497412, 0.00000000000000000000
49, 1.05739594757797572555, -56.35356437352307068522, 0.00000000000000000000
50, 1.03719590655931570566, -58.50937026303309806963, 0.00000000000000000000
51, 1.03040452792738501664, -76.44235060199926579116, 0.00000000000000000000
52, 1.04657624371587298917, -63.95845571435718568409, 0.00000000000000000000
53, 1.00861775213016024999, -80.04611709534624708340, 0.00000000000000000000
54, 1.05358680436734863939, -59.79628120668724733378, 0.00000000000000000000
55, 1.05355736923103493474, -65.12674125782720579991, 0.00000000000000000000
56, 1.05666459037470339410, -56.22946076542399396203, 0.00000000000000000000
57, 1.04184496074672328092, -67.51806734800240406003, 0.00000000000000000000
58, 1.05664332601353905261, -57.05508661627807498462, 0.00000000000000000000
59, 1.05660186089056473691, -59.49463354551811988813, 0.00000000000000000000
60, 1.05709109839791137730, -56.96298821223343367137, 0.00000000000000000000
61, 1.05853382997299649837, -65.04434578231303021312, 0.00000000000000000000
62, 0.97441983036554113973, -82.88321585754117393208, 0.00000000000000000000
63, 1.00490847843351938096, -77.83875690997467700072, 0.00000000000000000000
64, 0.96734372806248236643, -83.92725444381323995913, 0.00000000000000000000
65, 0.96983753455469701166, -83.87692176064462046270, 0.00000000000000000000
66, 0.99868711763991546704, -76.38104630174625242489, 0.00000000000000000000
67, 0.99290967934164497954, -74.10221420860460739277, 0.00000000000000000000
68, 0.99497080509669877380, -79.48442329314408993923, 0.00000000000000000000
69, 1.05935684076996605718, -69.87885641541886627692, 0.00000000000000000000
70, 1.05687766716360909136, -64.59080314836474201456, 0.00000000000000000000
71, 1.05253461094533551368, -67.86537207402282945168, 0.00000000000000000000
72, 1.04820731588883808705, -64.98756220111754089430, 0.00000000000000000000
73, 1.05234010793394028305, -67.87404774939575702319, 0.00000000000000000000
74, 1.05431370326739459742, -69.78814766468953223466, 0.00000000000000000000
75, 1.05976059380488085715, -69.51160738753388557143, 0.00000000000000000000
76, 1.05616316340488780590, -75.03451796529779471712, 0.00000000000000000000
77, 1.05197903475356446812, -79.23356246939079028380, 0.00000000000000000000
78, 1.05447025906900115899, -64.93808429590498576545, 0.00000000000000000000
79, 1.05265404053268274431, -65.83110525937087231796, 0.00000000000000000000
80, 1.05893145750738382205, -69.37742211457276653164, 0.00000000000000000000
81, 1.03727579509987433148, -66.07951586340996641411, 0.00000000000000000000
